time,id,start_date,end_date,activity,circumplex.arousal,circumplex.valence,screen,appCat.builtin,appCat.communication,appCat.main,appCat.tools,appCat.contact,mood,mood_label
2014-05-03,AS14.13,2014-04-26,2014-05-03,0.24711928989918994,-1.1055555555555554,0.9333333333333332,5200.174000183742,389.9853333333333,4212.492,476.73366666666675,434.3196666666667,2.0,7.694444444444444,8.0
2014-04-03,AS14.14,2014-03-27,2014-04-03,0.06162672125409605,-0.5,0.7999999999999999,1194.4719994862883,1141.8116666666667,209.96033333333332,52.93966666666666,40.725,1.0,6.844444444444444,8.0
2014-04-04,AS14.14,2014-03-28,2014-04-04,0.04556468049576373,-0.8333333333333334,1.0,1153.3576660950987,1134.1686666666667,190.34966666666665,64.94633333333333,37.815333333333335,1.0,7.277777777777779,7.0
2014-04-05,AS14.14,2014-03-29,2014-04-05,0.029961658424653054,-1.0333333333333334,0.8666666666666667,1388.6996665000922,1145.6076666666668,388.59666666666664,68.466,55.35866666666667,1.0,7.411111111111111,7.0
2014-04-07,AS14.14,2014-03-31,2014-04-07,0.009775079503562713,-0.9333333333333335,0.8666666666666667,781.2680000464121,682.6183333333333,299.473,94.90033333333334,60.92233333333334,1.0,7.3,8.0
2014-04-09,AS14.14,2014-04-02,2014-04-09,0.04753087626671243,-0.48888888888888893,0.8666666666666667,1044.8683336575828,895.9553333333333,342.9023333333333,76.42966666666666,60.56866666666667,1.0,7.466666666666666,7.0
2014-04-10,AS14.14,2014-04-03,2014-04-10,0.059308332070126084,-0.06666666666666667,1.0,831.7290000120798,661.7476666666666,97.36166666666666,58.76566666666667,46.058000000000014,1.0,7.222222222222222,8.0
2014-04-12,AS14.14,2014-04-05,2014-04-12,0.0775931535514394,0.0,1.0,686.936666727066,618.1866666666666,71.84288888888888,22.349222222222224,25.272000000000006,1.0,7.388888888888889,7.0
2014-04-13,AS14.14,2014-04-06,2014-04-13,0.03856420864014154,-0.27777777777777773,0.8888888888888888,330.7303331693012,334.9733333333333,30.070666666666668,24.694666666666667,23.573333333333338,1.0,6.972222222222222,6.0
2014-04-15,AS14.14,2014-04-08,2014-04-15,0.02182993917477964,-0.5,0.6666666666666666,155.83733328183496,1074.7406666666666,41.25933333333333,20.090333333333334,25.316000000000006,1.0,6.75,6.0
2014-04-16,AS14.14,2014-04-09,2014-04-16,0.020109356874062758,-0.3333333333333333,0.4166666666666667,364.8369998931885,2822.993,35.61411111111111,29.871861111111116,36.324333333333335,1.0,6.25,6.0
